service,hour,day_of_week,is_weekend,queue_length,counters_open,wait_minutes
Bill Payment,17,4,0,43,2,74.21
Document Verification,14,1,0,4,4,4.16
Bill Payment,9,2,0,39,2,68.72
Customer Support,17,2,0,34,3,76.87
General Enquiry,14,3,0,38,3,45.53
Document Verification,16,4,0,26,2,73.87
Bill Payment,15,4,0,12,3,13.51
Customer Support,9,1,0,12,2,42.44
Account Services,10,0,0,56,2,217.35
Bill Payment,16,4,0,35,4,24.25
General Enquiry,9,3,0,8,1,35.03
Customer Support,15,2,0,13,2,42.64
Document Verification,11,2,0,16,4,23.65
Customer Support,12,2,0,34,3,71.32
Document Verification,9,5,1,55,4,77.48
Customer Support,10,4,0,29,4,50.66
General Enquiry,11,3,0,29,1,100.16
Account Services,12,2,0,5,3,13.86
Customer Support,17,1,0,39,3,95.5
General Enquiry,11,0,0,28,4,27.53
Document Verification,10,1,0,27,4,30.51
General Enquiry,12,4,0,8,1,31.98
Bill Payment,13,6,1,68,1,252.04
Document Verification,10,5,1,7,2,16.95
Document Verification,14,4,0,9,4,12.02
Customer Support,13,3,0,57,3,118.94
Document Verification,10,6,1,64,2,210.74
General Enquiry,11,5,1,25,3,34.99
Bill Payment,17,4,0,5,2,9.08
Account Services,9,0,0,36,3,85.86
Bill Payment,14,3,0,12,1,35.69
General Enquiry,13,4,0,10,4,11.7
Customer Support,17,0,0,9,3,15.58
Account Services,12,4,0,29,1,194.29
Customer Support,9,0,0,35,3,89.8
Document Verification,10,5,1,41,2,118.71
General Enquiry,16,4,0,13,1,46.99
Customer Support,15,5,1,29,3,73.94
Account Services,9,1,0,15,3,37.63
Bill Payment,16,5,1,52,1,182.17
Document Verification,11,5,1,6,4,8.04
Document Verification,11,4,0,34,1,189.85
Account Services,10,0,0,45,3,121.25
Document Verification,15,2,0,16,1,90.49
Account Services,14,5,1,49,3,152.69
Bill Payment,15,5,1,14,4,12.34
Document Verification,14,0,0,9,3,20.45
General Enquiry,11,1,0,25,1,116.78
Bill Payment,9,3,0,26,2,48.22
Customer Support,17,1,0,13,4,28.2
Account Services,16,6,1,48,2,183.95
Account Services,9,1,0,13,4,24.11
General Enquiry,13,5,1,45,4,46.78
Document Verification,12,2,0,13,2,42.94
General Enquiry,16,1,0,12,2,24.24
Document Verification,12,2,0,30,4,45.45
General Enquiry,17,0,0,19,1,82.65
General Enquiry,14,2,0,11,1,44.78
Document Verification,16,2,0,12,3,22.72
Customer Support,13,2,0,25,1,179.88
Document Verification,13,4,0,47,3,88.27
Document Verification,9,5,1,7,3,15.48
Document Verification,9,6,1,45,1,290.18
Bill Payment,13,4,0,17,1,62.47
Bill Payment,14,6,1,40,1,143.24
General Enquiry,12,4,0,11,1,47.33
Customer Support,13,4,0,42,2,148.19
Document Verification,9,6,1,47,3,101.24
Bill Payment,13,5,1,32,3,35.38
General Enquiry,9,0,0,15,4,12.3
General Enquiry,9,0,0,66,2,136.17
Account Services,13,2,0,10,4,15.15
Account Services,17,1,0,35,2,117.75
Document Verification,15,0,0,4,3,8.47
Document Verification,14,5,1,33,4,43.96
General Enquiry,14,0,0,27,2,44.01
Customer Support,10,4,0,12,3,25.43
Customer Support,9,0,0,52,3,115.47
Customer Support,15,5,1,35,3,79.72
Document Verification,10,0,0,31,1,203.91
General Enquiry,9,1,0,49,3,73.89
Customer Support,12,5,1,7,1,49.76
Bill Payment,11,3,0,34,3,41.18
Document Verification,15,4,0,4,3,5.46
Document Verification,14,1,0,50,3,114.66
Account Services,12,2,0,30,3,72.97
Bill Payment,14,0,0,12,2,19.03
Bill Payment,11,6,1,44,4,35.45
Account Services,13,3,0,54,2,214.4
Customer Support,13,0,0,67,4,107.17
Account Services,17,6,1,32,3,81.78
General Enquiry,12,2,0,4,3,5.09
Account Services,16,2,0,45,3,113.0
Bill Payment,14,6,1,52,2,89.08
General Enquiry,9,6,1,28,4,27.46
Account Services,14,1,0,27,4,55.22
Customer Support,13,2,0,44,2,166.72
Document Verification,17,2,0,45,4,68.82
Account Services,10,2,0,29,4,64.04
Customer Support,11,1,0,28,1,212.15
General Enquiry,9,4,0,28,3,39.45
Bill Payment,9,5,1,44,1,152.97
Bill Payment,14,4,0,54,4,53.21
Customer Support,14,2,0,26,1,169.01
Bill Payment,13,0,0,21,1,82.06
General Enquiry,15,0,0,10,1,33.57
Account Services,11,6,1,11,1,99.04
Customer Support,17,6,1,38,4,56.46
General Enquiry,15,4,0,17,1,72.71
Document Verification,9,2,0,39,2,117.73
General Enquiry,16,5,1,4,4,2.83
Account Services,11,5,1,17,2,63.72
Document Verification,17,3,0,14,3,30.02
General Enquiry,12,5,1,35,2,64.28
Document Verification,15,6,1,18,4,29.42
General Enquiry,13,0,0,35,1,152.55
Customer Support,12,3,0,25,3,61.73
Customer Support,11,4,0,4,3,8.44
Account Services,14,2,0,29,4,60.31
Bill Payment,17,2,0,35,3,42.7
General Enquiry,17,1,0,32,3,42.84
Document Verification,14,5,1,7,2,22.3
Customer Support,15,3,0,19,1,122.49
Account Services,9,1,0,24,2,89.88
General Enquiry,15,1,0,18,1,69.84
Bill Payment,13,4,0,36,3,38.44
Bill Payment,15,1,0,26,4,23.75
General Enquiry,12,4,0,11,4,7.21
Customer Support,9,3,0,24,1,190.36
Bill Payment,9,3,0,40,3,39.94
Bill Payment,10,2,0,38,1,127.84
Account Services,14,6,1,27,3,73.7
Document Verification,15,5,1,19,4,31.48
Account Services,13,0,0,33,4,61.56
Bill Payment,13,3,0,17,4,13.16
General Enquiry,12,5,1,33,3,48.36
Document Verification,13,3,0,28,3,58.61
Account Services,13,3,0,11,4,30.13
Bill Payment,11,6,1,14,2,26.16
Bill Payment,10,2,0,31,2,57.68
Document Verification,16,5,1,13,2,46.85
General Enquiry,16,5,1,10,3,14.81
General Enquiry,15,4,0,21,1,81.08
Account Services,15,5,1,39,2,180.86
General Enquiry,9,0,0,62,1,249.71
Document Verification,10,3,0,4,2,10.81
Document Verification,15,0,0,20,2,59.4
Document Verification,13,5,1,60,3,106.49
General Enquiry,14,0,0,23,4,25.51
Bill Payment,14,0,0,55,2,93.13
Document Verification,14,0,0,11,2,38.43
Customer Support,16,3,0,43,4,70.98
Customer Support,13,4,0,54,4,90.68
Account Services,14,6,1,7,1,54.2
General Enquiry,15,1,0,3,1,11.0
Customer Support,16,5,1,7,3,17.76
Document Verification,9,0,0,56,2,183.62
Account Services,12,1,0,25,4,47.32
General Enquiry,17,1,0,19,3,27.64
Account Services,10,5,1,57,3,165.93
Customer Support,16,3,0,42,3,90.12
Customer Support,13,5,1,36,3,77.04
Account Services,17,3,0,21,3,48.29
Bill Payment,12,6,1,2,3,1.62
Customer Support,11,4,0,23,1,165.99
Bill Payment,16,5,1,18,1,68.53
Bill Payment,14,4,0,28,4,27.49
Account Services,14,4,0,10,4,24.79
Account Services,10,4,0,38,2,139.3
Document Verification,10,3,0,36,3,66.63
General Enquiry,16,5,1,34,4,32.92
Customer Support,12,6,1,16,1,101.81
Document Verification,13,4,0,45,3,78.49
Bill Payment,17,4,0,32,1,125.35
Account Services,16,1,0,28,1,191.75
Bill Payment,16,6,1,56,2,101.65
Bill Payment,16,2,0,32,2,58.23
General Enquiry,15,1,0,21,1,95.29
Document Verification,17,6,1,40,3,81.46
Customer Support,10,1,0,25,3,53.69
Customer Support,15,1,0,2,2,8.24
Bill Payment,14,5,1,18,1,64.29
Account Services,9,2,0,43,3,118.99
Bill Payment,13,6,1,32,4,25.32
Account Services,13,6,1,37,2,132.62
Customer Support,14,3,0,35,2,132.65
Customer Support,12,1,0,8,4,9.14
Customer Support,12,0,0,19,3,42.81
Customer Support,13,6,1,7,3,15.96
Bill Payment,16,2,0,29,3,31.49
Document Verification,13,2,0,11,1,68.61
Customer Support,17,1,0,26,1,193.14
General Enquiry,12,5,1,20,2,36.79
Account Services,13,4,0,30,4,58.28
Customer Support,16,5,1,4,1,20.65
Account Services,16,2,0,28,1,198.76
Bill Payment,14,6,1,71,4,60.17
Bill Payment,10,6,1,60,2,97.11
Account Services,17,2,0,25,2,102.06
Customer Support,12,2,0,24,1,175.89
Bill Payment,13,4,0,5,1,17.68
Customer Support,11,3,0,24,3,53.28
Customer Support,13,6,1,30,3,60.84
General Enquiry,14,6,1,25,3,36.62
Document Verification,12,0,0,29,2,79.66
Customer Support,10,4,0,5,1,36.7
General Enquiry,9,0,0,59,4,60.53
Account Services,10,2,0,4,4,9.56
Document Verification,9,0,0,73,4,93.44
Bill Payment,13,0,0,53,1,193.5
Bill Payment,15,6,1,30,4,24.24
Bill Payment,12,1,0,28,3,34.01
General Enquiry,14,1,0,6,1,24.05
Customer Support,14,5,1,32,4,55.45
Account Services,11,2,0,3,1,26.36
Account Services,15,2,0,15,3,36.95
Customer Support,9,0,0,77,3,186.7
Account Services,15,3,0,3,2,11.61
General Enquiry,11,3,0,14,1,61.43
Document Verification,12,5,1,3,1,16.96
Customer Support,10,5,1,6,2,22.9
Bill Payment,9,5,1,45,3,47.94
Account Services,13,2,0,4,3,11.88
Bill Payment,10,1,0,37,3,36.58
Document Verification,11,3,0,23,3,43.27
Customer Support,9,2,0,36,4,58.83
General Enquiry,14,5,1,54,2,98.68
Document Verification,16,1,0,26,3,55.91
Document Verification,14,4,0,56,4,77.2
General Enquiry,12,4,0,36,3,51.75
Bill Payment,16,0,0,29,4,24.99
Customer Support,9,5,1,60,1,394.7
Document Verification,16,5,1,37,4,54.08
General Enquiry,9,2,0,37,1,167.62
Bill Payment,17,5,1,33,2,57.55
General Enquiry,9,1,0,52,3,74.56
Bill Payment,14,1,0,45,4,46.13
Account Services,16,2,0,32,3,90.77
Bill Payment,16,2,0,17,4,13.59
Bill Payment,14,5,1,30,3,35.6
Document Verification,14,5,1,43,3,96.67
Customer Support,10,1,0,24,4,43.67
Document Verification,15,3,0,26,3,56.02
Bill Payment,14,6,1,34,1,107.86
Document Verification,11,2,0,3,4,6.47
Bill Payment,13,0,0,39,4,27.76
Customer Support,13,0,0,31,2,98.83
Document Verification,17,5,1,50,1,280.48
General Enquiry,14,4,0,22,1,92.75
Bill Payment,11,3,0,16,2,30.28
General Enquiry,16,1,0,22,4,26.05
Document Verification,16,3,0,26,4,32.37
General Enquiry,12,5,1,7,2,15.2
Document Verification,13,6,1,14,4,14.87
Document Verification,10,2,0,33,2,100.61
General Enquiry,16,4,0,44,4,48.89
Customer Support,9,0,0,34,4,60.14
General Enquiry,13,2,0,4,3,2.76
Document Verification,10,3,0,31,1,169.8
Customer Support,12,2,0,9,4,15.12
Bill Payment,17,5,1,9,4,12.61
Bill Payment,13,6,1,43,1,136.83
Customer Support,14,2,0,53,3,124.97
General Enquiry,14,3,0,15,3,21.25
Customer Support,9,2,0,47,4,88.07
Document Verification,10,5,1,11,2,29.42
Document Verification,9,4,0,48,2,149.67
Account Services,14,3,0,41,4,92.92
General Enquiry,16,6,1,10,4,9.82
Customer Support,13,2,0,32,2,128.94
General Enquiry,15,4,0,21,4,19.87
Customer Support,14,4,0,34,1,260.48
Bill Payment,15,5,1,29,3,36.12
Customer Support,13,3,0,4,1,30.62
Account Services,13,1,0,24,4,45.54
Customer Support,17,1,0,43,3,95.17
Bill Payment,10,1,0,63,2,116.48
General Enquiry,10,5,1,54,3,72.8
Bill Payment,13,6,1,20,2,30.72
Document Verification,13,1,0,37,1,225.74
Document Verification,15,2,0,14,1,82.96
Document Verification,17,6,1,48,1,326.23
Account Services,10,3,0,66,4,131.59
Customer Support,12,0,0,18,3,38.86
Bill Payment,16,1,0,6,2,10.21
Bill Payment,10,1,0,21,4,17.32
General Enquiry,17,5,1,36,1,153.07
Bill Payment,17,2,0,20,2,34.76
Account Services,13,2,0,31,1,244.75
General Enquiry,11,6,1,8,2,13.61
Document Verification,15,6,1,26,1,134.08
Customer Support,16,4,0,43,1,339.72
Bill Payment,15,6,1,28,2,46.57
General Enquiry,11,3,0,12,3,15.8
Customer Support,15,0,0,23,1,158.23
Account Services,16,6,1,37,4,70.31
Bill Payment,14,1,0,11,2,22.18
General Enquiry,17,5,1,32,4,30.24
Account Services,13,4,0,36,4,73.21
Bill Payment,9,4,0,68,2,112.42
Account Services,16,6,1,41,4,78.36
Customer Support,9,4,0,50,4,86.31
Account Services,17,0,0,37,3,100.74
General Enquiry,9,3,0,12,2,23.4
Document Verification,15,1,0,27,2,80.14
Account Services,11,2,0,38,4,68.02
Bill Payment,15,3,0,18,2,33.79
Document Verification,13,4,0,11,1,56.56
General Enquiry,12,6,1,36,2,68.31
Customer Support,14,0,0,57,4,103.77
Account Services,11,1,0,22,1,164.47
General Enquiry,11,2,0,1,4,2.59
Customer Support,14,6,1,42,3,104.65
Customer Support,15,5,1,11,2,32.53
Customer Support,17,1,0,5,1,34.29
Account Services,10,5,1,59,4,109.22
Customer Support,16,3,0,37,1,267.8
Account Services,17,2,0,45,3,125.49
Document Verification,15,2,0,10,4,10.59
Customer Support,9,5,1,5,1,30.61
General Enquiry,17,6,1,7,3,9.93
General Enquiry,14,3,0,32,2,63.66
General Enquiry,14,6,1,3,2,5.67
General Enquiry,12,3,0,20,4,22.95
Bill Payment,14,1,0,24,4,17.89
Document Verification,13,6,1,53,1,310.19
Customer Support,13,3,0,2,1,12.98
Account Services,13,5,1,8,4,19.73
Account Services,14,1,0,27,3,84.09
Bill Payment,12,6,1,15,4,11.66
Bill Payment,15,6,1,7,3,10.47
Customer Support,17,4,0,56,2,218.18
Bill Payment,15,6,1,23,1,73.95
General Enquiry,15,0,0,44,2,92.59
Bill Payment,17,0,0,33,2,47.75
Bill Payment,15,0,0,15,4,14.28
General Enquiry,10,0,0,32,4,29.48
Account Services,17,4,0,53,3,125.71
Customer Support,13,4,0,24,2,71.86
Customer Support,15,0,0,30,2,113.95
Bill Payment,14,3,0,4,1,16.71
General Enquiry,13,4,0,23,3,30.7
Bill Payment,11,1,0,11,3,13.76
Account Services,9,3,0,43,3,127.52
Account Services,11,3,0,15,1,128.7
Bill Payment,12,3,0,24,3,25.24
Customer Support,12,4,0,9,1,57.14
Customer Support,11,0,0,33,2,122.81
Document Verification,12,5,1,20,2,53.33
Account Services,16,5,1,27,1,214.24
Account Services,11,0,0,24,4,48.29
Bill Payment,15,6,1,20,2,37.14
Customer Support,14,0,0,35,4,65.39
Document Verification,15,1,0,28,4,35.63
Bill Payment,16,2,0,39,4,30.1
Account Services,9,6,1,4,1,32.48
Customer Support,13,1,0,10,2,30.09
Bill Payment,16,2,0,11,2,14.79
Document Verification,17,3,0,20,1,123.86
Document Verification,9,3,0,45,1,282.13
Document Verification,16,3,0,40,2,133.53
Bill Payment,15,5,1,38,3,45.02
Document Verification,12,3,0,8,2,26.55
Bill Payment,10,1,0,44,2,65.38
Customer Support,13,4,0,51,4,87.61
Account Services,17,4,0,37,2,163.28
Document Verification,17,6,1,9,3,13.95
Document Verification,16,5,1,54,1,332.94
Bill Payment,9,4,0,9,3,10.63
Customer Support,14,3,0,23,1,164.34
Bill Payment,9,5,1,24,3,27.59
Customer Support,10,4,0,33,2,110.35
Customer Support,11,1,0,20,4,41.68
Account Services,11,0,0,2,1,19.72
Customer Support,14,4,0,20,4,44.23
Bill Payment,13,2,0,6,1,19.3
Account Services,13,0,0,49,4,105.73
Account Services,12,6,1,28,1,242.81
Bill Payment,15,1,0,34,3,35.27
Document Verification,12,5,1,7,1,42.6
Customer Support,15,6,1,43,1,283.48
Customer Support,14,0,0,28,3,69.0
General Enquiry,17,4,0,37,3,46.53
Customer Support,11,3,0,38,2,144.64
Document Verification,10,2,0,18,3,37.07
Customer Support,17,0,0,31,4,46.68
General Enquiry,13,3,0,41,3,60.25
General Enquiry,13,6,1,59,2,115.89
Customer Support,15,2,0,30,4,47.72
General Enquiry,13,5,1,70,1,241.12
Customer Support,11,0,0,30,2,87.04
Customer Support,17,4,0,26,4,46.26
Document Verification,14,0,0,65,2,179.88
Document Verification,9,2,0,6,3,8.33
Customer Support,14,5,1,43,4,73.63
General Enquiry,13,4,0,36,3,48.45
General Enquiry,16,4,0,18,2,36.23
Document Verification,10,1,0,15,2,37.49
Document Verification,14,0,0,18,3,44.03
Account Services,17,2,0,31,4,67.42
Document Verification,9,4,0,37,1,197.72
General Enquiry,9,0,0,36,4,40.54
Document Verification,14,2,0,41,1,221.62
Document Verification,13,3,0,22,4,29.72
General Enquiry,14,6,1,32,3,35.87
Document Verification,10,6,1,5,4,6.28
Bill Payment,13,1,0,34,1,130.14
Customer Support,17,6,1,31,1,242.69
Customer Support,13,0,0,28,4,45.79
General Enquiry,14,2,0,36,1,142.21
General Enquiry,13,6,1,35,1,150.11
Account Services,14,6,1,22,2,78.06
Customer Support,14,5,1,25,3,49.71
Customer Support,15,2,0,12,3,30.23
General Enquiry,14,6,1,37,3,51.04
Customer Support,15,2,0,35,3,69.78
General Enquiry,17,1,0,33,4,32.66
Document Verification,12,1,0,7,4,9.88
General Enquiry,14,5,1,54,2,108.49
Account Services,10,3,0,53,3,153.68
Customer Support,13,2,0,42,1,338.1
Account Services,9,2,0,45,4,82.68
Bill Payment,12,1,0,6,1,18.69
Customer Support,15,1,0,26,2,104.38
General Enquiry,15,3,0,2,3,1.12
Document Verification,14,2,0,58,4,104.06
Bill Payment,14,5,1,51,2,78.94
Customer Support,15,3,0,36,2,109.25
General Enquiry,9,2,0,2,3,1.47
Bill Payment,16,2,0,39,2,62.95
Customer Support,11,3,0,21,4,35.71
General Enquiry,15,2,0,19,1,84.62
Bill Payment,14,3,0,32,1,107.6
Bill Payment,9,5,1,55,3,62.19
Account Services,12,5,1,19,4,32.47
Bill Payment,10,6,1,61,4,57.32
Customer Support,10,3,0,34,1,213.53
Bill Payment,13,2,0,30,4,24.8
Customer Support,11,4,0,32,2,103.51
General Enquiry,11,3,0,26,1,86.17
Customer Support,15,0,0,35,2,121.51
Customer Support,15,4,0,9,3,18.49
Bill Payment,9,1,0,43,4,39.64
Account Services,9,6,1,41,1,313.27
Bill Payment,16,2,0,31,2,58.57
Bill Payment,13,2,0,26,4,25.76
Account Services,10,3,0,37,1,320.56
General Enquiry,11,1,0,24,4,20.75
Document Verification,12,1,0,9,4,11.92
Customer Support,15,2,0,5,4,12.99
Customer Support,14,3,0,9,3,21.91
Account Services,17,1,0,50,4,113.06
General Enquiry,12,6,1,25,2,50.46
General Enquiry,11,1,0,30,2,52.34
Customer Support,16,6,1,31,1,198.21
Account Services,10,5,1,51,1,437.13
Account Services,10,4,0,23,4,43.27
Document Verification,16,4,0,40,2,109.44
Account Services,14,0,0,30,2,122.07
General Enquiry,11,4,0,5,4,5.94
General Enquiry,15,6,1,20,3,23.6
Customer Support,11,3,0,6,3,13.89
Document Verification,14,3,0,41,1,227.81
Account Services,13,1,0,7,2,28.06
General Enquiry,14,6,1,51,4,46.64
Customer Support,16,0,0,26,1,190.43
General Enquiry,16,4,0,20,1,75.56
Document Verification,9,5,1,48,3,97.6
Customer Support,14,1,0,22,2,75.58
Account Services,14,1,0,48,3,141.02
Bill Payment,13,5,1,20,4,18.7
Bill Payment,12,0,0,4,3,4.85
Account Services,17,6,1,48,1,428.4
General Enquiry,12,4,0,2,1,9.1
Document Verification,16,2,0,33,3,55.86
Document Verification,11,4,0,3,4,4.15
Customer Support,13,1,0,24,2,89.5
Account Services,9,1,0,60,4,124.77
General Enquiry,15,6,1,28,4,27.43
Account Services,16,4,0,37,1,289.44
General Enquiry,11,5,1,30,4,30.66
Bill Payment,9,4,0,49,1,178.88
Bill Payment,15,1,0,31,1,115.64
Customer Support,13,1,0,55,3,128.66
Document Verification,10,2,0,12,3,22.08
Customer Support,13,0,0,17,4,26.93
Account Services,17,6,1,8,1,65.65
Customer Support,11,3,0,18,3,42.36
Bill Payment,17,6,1,20,4,17.29
Document Verification,11,3,0,31,2,89.71
Customer Support,15,3,0,30,3,64.52
Customer Support,11,6,1,47,3,98.92
Bill Payment,11,0,0,41,4,37.14
Account Services,13,3,0,52,3,153.42
Account Services,17,1,0,15,4,40.41
Customer Support,12,3,0,15,4,25.6
Document Verification,12,4,0,18,3,33.59
General Enquiry,12,0,0,3,4,1.5
Account Services,11,2,0,10,4,22.49
Document Verification,12,3,0,27,2,92.06
Bill Payment,16,3,0,46,4,40.04
Customer Support,10,2,0,46,3,96.16
Bill Payment,9,0,0,19,2,39.27
Customer Support,15,6,1,6,2,20.04
Bill Payment,9,1,0,49,4,42.22
Document Verification,11,5,1,37,3,80.74
General Enquiry,14,5,1,32,2,58.39
Document Verification,17,5,1,27,1,168.18
Bill Payment,12,1,0,5,2,8.0
Bill Payment,15,2,0,6,4,6.06
General Enquiry,13,0,0,19,3,25.11
General Enquiry,15,3,0,26,4,29.13
Document Verification,9,6,1,46,2,130.83
Customer Support,13,1,0,11,2,45.61
General Enquiry,16,4,0,27,4,28.85
Customer Support,14,3,0,42,4,74.13
Account Services,16,0,0,5,1,39.09
Bill Payment,17,6,1,33,4,27.11
Bill Payment,16,1,0,44,2,83.7
Document Verification,14,5,1,55,2,159.33
Customer Support,10,6,1,47,3,114.27
Document Verification,16,4,0,51,3,115.24
General Enquiry,10,6,1,75,1,341.67
Account Services,15,0,0,26,2,103.89
Account Services,16,0,0,49,3,122.18
Bill Payment,14,5,1,12,4,11.58
Account Services,13,4,0,19,2,71.75
Customer Support,13,5,1,37,1,245.97
Bill Payment,10,0,0,38,4,30.52
Document Verification,14,0,0,11,1,72.57
General Enquiry,17,4,0,10,4,10.53
Account Services,16,1,0,13,4,23.38
Account Services,11,6,1,37,4,67.78
Bill Payment,10,3,0,43,4,35.4
Customer Support,15,4,0,6,4,15.22
General Enquiry,15,6,1,14,3,19.18
Bill Payment,12,4,0,7,4,6.34
Bill Payment,11,3,0,14,4,9.03
Customer Support,13,0,0,8,2,27.47
Customer Support,10,4,0,21,3,50.58
General Enquiry,17,4,0,23,2,42.45
General Enquiry,9,5,1,24,3,34.67
Customer Support,11,6,1,4,3,9.04
General Enquiry,12,3,0,28,4,28.44
Bill Payment,10,3,0,8,1,31.96
Customer Support,16,4,0,17,1,125.38
Document Verification,11,0,0,4,4,3.72
Account Services,13,2,0,25,1,175.06
Account Services,9,2,0,33,1,273.38
Customer Support,14,6,1,55,3,120.16
Document Verification,11,4,0,25,3,48.28
General Enquiry,12,0,0,40,4,37.36
Customer Support,16,3,0,40,1,282.66
Bill Payment,11,4,0,9,1,33.09
General Enquiry,13,0,0,23,4,17.96
General Enquiry,17,0,0,3,2,4.23
Customer Support,12,6,1,30,4,51.08
Customer Support,9,5,1,47,4,75.31
Account Services,14,6,1,47,2,175.01
General Enquiry,15,0,0,24,2,43.47
Bill Payment,17,3,0,8,2,11.88
General Enquiry,15,0,0,48,1,166.35
General Enquiry,9,2,0,61,4,67.63
Account Services,17,2,0,14,2,62.71
General Enquiry,17,3,0,41,4,46.09
Bill Payment,11,1,0,5,3,3.77
General Enquiry,13,2,0,8,3,10.76
Document Verification,13,3,0,37,3,67.16
Bill Payment,10,3,0,8,2,13.22
Document Verification,13,3,0,22,1,150.27
Document Verification,11,1,0,7,4,11.63
Account Services,9,0,0,68,4,137.42
Document Verification,15,1,0,7,4,10.38
Bill Payment,14,6,1,15,1,57.01
Document Verification,14,0,0,5,1,27.24
Document Verification,13,5,1,29,4,37.3
Account Services,12,1,0,9,1,75.35
General Enquiry,16,1,0,49,4,49.82
Document Verification,17,4,0,3,3,5.29
Document Verification,13,4,0,44,4,70.4
Document Verification,9,3,0,21,1,130.09
Document Verification,17,3,0,24,2,75.27
Document Verification,13,0,0,58,1,370.25
Bill Payment,12,6,1,6,3,7.96
Bill Payment,13,2,0,12,4,9.35
General Enquiry,13,5,1,50,4,54.86
General Enquiry,12,0,0,18,4,16.95
General Enquiry,14,1,0,16,3,18.87
Bill Payment,11,5,1,6,3,4.25
Bill Payment,17,4,0,21,3,25.65
Account Services,9,3,0,29,3,71.79
General Enquiry,15,5,1,13,2,28.64
General Enquiry,17,0,0,49,1,177.1
Account Services,16,1,0,4,1,32.64
Bill Payment,13,5,1,18,2,27.93
General Enquiry,11,2,0,9,2,15.79
General Enquiry,16,5,1,40,1,151.49
Customer Support,13,1,0,46,3,97.7
Customer Support,10,1,0,17,2,57.22
Bill Payment,10,2,0,40,3,38.61
Bill Payment,10,5,1,17,2,25.76
Account Services,13,3,0,38,2,163.0
Account Services,10,4,0,17,3,38.05
Bill Payment,14,2,0,41,2,68.81
Customer Support,9,6,1,61,3,127.92
Account Services,16,6,1,17,1,118.66
